activity_id,rep_id,doctor_id,product_id,meeting_date,calls,visits,samples_distributed,meeting_type,engagement_score
C00389,R017,D0130,P006,2024-01-26,2,1,3,In-person,0.838
C00390,R018,D0368,P001,2024-01-11,2,1,6,In-person,0.891
C00391,R019,D0712,P003,2024-01-23,2,2,5,In-person,0.989
C00392,R065,D0018,P001,2024-01-07,3,1,4,Clinic Camp,0.913
C00393,R007,D0748,P008,2024-01-20,3,2,2,In-person,1.185
C00394,R045,D0455,P005,2024-01-07,1,2,6,Clinic Camp,0.881
C00395,R028,D0285,P008,2024-01-20,2,1,3,Clinic Camp,0.736
C00396,R016,D0103,P001,2024-01-12,1,1,5,In-person,0.687
C00397,R039,D0585,P006,2024-01-27,4,2,4,In-person,1.135
C00398,R041,D0018,P004,2024-01-26,4,1,0,In-person,0.793
C00399,R047,D0447,P004,2024-01-11,2,1,4,In-person,0.755
C00400,R047,D0116,P007,2024-01-02,4,1,6,In-person,0.92
C00401,R064,D0746,P001,2024-01-10,3,2,5,Clinic Camp,1.067
C00402,R011,D0191,P008,2024-01-09,4,2,4,In-person,1.188
C00403,R013,D0663,P001,2024-01-14,4,1,0,In-person,0.844
C00404,R029,D0550,P003,2024-01-18,3,2,0,In-person,0.974
C00405,R039,D0011,P002,2024-01-31,2,1,5,In-person,0.659
C00406,R071,D0578,P005,2024-01-02,3,2,3,In-person,0.934
C00407,R063,D0767,P005,2024-01-18,1,2,3,In-person,0.902
C00408,R056,D0255,P006,2024-01-06,2,2,4,Clinic Camp,0.917
C00409,R012,D0813,P007,2024-01-17,3,2,6,In-person,1.128
C00410,R015,D0695,P007,2024-01-20,1,2,3,In-person,0.675
C00411,R010,D0566,P008,2024-01-26,2,1,3,In-person,0.775
C00412,R050,D0303,P004,2024-01-18,4,2,3,In-person,1.1
C00413,R069,D0084,P002,2024-01-06,4,2,3,In-person,1.099
C00414,R055,D0456,P002,2024-01-29,4,2,4,Virtual,1.123
C00415,R008,D0642,P003,2024-01-13,4,1,1,Clinic Camp,0.955
C00416,R044,D0596,P005,2024-01-15,2,1,2,In-person,0.724
C00417,R012,D0589,P001,2024-01-20,3,2,3,In-person,0.932
C00418,R011,D0668,P008,2024-01-09,2,1,3,Clinic Camp,1.019
C00419,R048,D0305,P008,2024-01-31,4,2,3,In-person,0.963
C00420,R018,D0025,P002,2024-01-02,1,1,2,In-person,0.633
C00421,R071,D0747,P007,2024-01-05,2,2,6,In-person,1.032
C00422,R016,D0529,P005,2024-01-31,4,2,5,In-person,1.015
C00423,R043,D0471,P004,2024-01-15,1,1,6,In-person,0.961
C00424,R043,D0471,P006,2024-01-28,3,1,4,In-person,1.141
C00425,R021,D0727,P005,2024-01-29,2,2,3,Virtual,0.905
C00426,R035,D0668,P003,2024-01-31,2,2,3,In-person,0.949
C00427,R043,D0586,P005,2024-01-23,3,2,6,Clinic Camp,0.902
C00428,R006,D0665,P002,2024-01-22,4,1,4,In-person,1.075
C00429,R026,D0239,P003,2024-01-20,1,1,5,In-person,0.621
C00430,R004,D0560,P008,2024-01-22,4,2,5,Virtual,0.993
C00431,R030,D0837,P002,2024-01-08,1,2,6,Virtual,0.917
C00432,R054,D0189,P005,2024-01-26,1,1,3,In-person,0.808
C00433,R010,D0409,P003,2024-02-06,4,1,2,Virtual,0.837
C00434,R008,D0605,P004,2024-02-14,1,2,6,Virtual,0.865
C00435,R068,D0546,P002,2024-02-11,2,1,1,In-person,0.665
C00436,R033,D0840,P005,2024-02-23,1,2,2,In-person,0.811
C00437,R068,D0431,P005,2024-02-08,1,2,6,In-person,0.844
C00438,R017,D0163,P005,2024-02-06,1,2,4,In-person,0.821
C00439,R034,D0098,P003,2024-02-24,2,1,4,In-person,0.904
C00440,R065,D0635,P005,2024-02-15,2,1,3,In-person,0.857
C00441,R042,D0475,P006,2024-02-21,1,2,3,Clinic Camp,0.899
C00442,R060,D0528,P006,2024-02-26,3,1,6,In-person,0.948
C00443,R059,D0397,P005,2024-02-25,1,1,2,In-person,0.803
C00444,R061,D0270,P003,2024-02-12,2,1,3,Virtual,0.831
C00445,R054,D0812,P005,2024-02-05,2,1,0,In-person,0.741
C00446,R018,D0475,P005,2024-02-28,3,2,0,Clinic Camp,0.986
C00447,R058,D0778,P008,2024-02-09,2,2,1,In-person,0.854
C00448,R030,D0708,P004,2024-02-23,2,1,2,In-person,0.79
C00449,R042,D0595,P003,2024-02-23,4,2,2,Clinic Camp,1.131
C00450,R061,D0379,P006,2024-02-13,1,1,4,In-person,0.86
C00451,R025,D0219,P006,2024-02-05,2,2,3,In-person,0.9
C00452,R001,D0609,P004,2024-02-14,3,1,0,In-person,0.92
C00453,R046,D0590,P001,2024-02-05,3,1,3,In-person,0.802
C00454,R010,D0362,P006,2024-02-11,3,1,0,In-person,0.827
C00455,R057,D0035,P006,2024-02-12,3,1,3,Virtual,0.844
C00456,R019,D0797,P008,2024-02-16,4,1,0,Virtual,0.92
C00457,R028,D0658,P005,2024-02-06,4,2,0,In-person,1.069
C00458,R012,D0304,P005,2024-02-25,3,2,5,In-person,1.074
C00459,R003,D0432,P002,2024-02-03,4,2,0,In-person,1.044
C00460,R034,D0098,P004,2024-02-29,1,1,6,In-person,0.829
C00461,R015,D0795,P001,2024-02-10,2,2,3,In-person,0.911
C00462,R054,D0189,P005,2024-02-15,4,2,5,In-person,1.196
C00463,R041,D0434,P006,2024-02-26,1,2,1,In-person,0.694
C00464,R009,D0328,P007,2024-02-19,4,2,3,Clinic Camp,1.011
C00465,R057,D0250,P006,2024-02-02,1,1,6,In-person,0.851
C00466,R006,D0591,P007,2024-02-18,4,1,0,Virtual,1.042
C00467,R070,D0848,P006,2024-02-17,1,1,3,In-person,0.736
C00468,R068,D0722,P007,2024-02-28,3,2,0,In-person,0.919
C00469,R011,D0496,P004,2024-02-17,4,1,2,In-person,0.853
C00470,R059,D0093,P005,2024-02-29,4,1,6,In-person,0.985
C00471,R038,D0752,P006,2024-02-16,3,1,3,In-person,0.961
C00472,R047,D0224,P005,2024-02-06,4,2,2,In-person,1.172
C00473,R060,D0809,P005,2024-02-15,1,1,4,In-person,0.759
C00474,R015,D0302,P007,2024-02-27,1,1,1,Virtual,0.664
C00475,R050,D0375,P002,2024-02-01,1,2,0,Clinic Camp,0.806
C00476,R036,D0361,P003,2024-02-12,3,1,3,In-person,0.775
C00477,R068,D0509,P005,2024-02-02,4,2,5,Clinic Camp,1.199
C00478,R026,D0156,P006,2024-02-25,4,1,1,In-person,0.84
C00479,R049,D0552,P005,2024-02-15,3,1,0,In-person,0.875
C00480,R020,D0431,P002,2024-02-21,1,2,4,Virtual,0.896
C00481,R002,D0762,P007,2024-02-29,1,2,2,Virtual,0.886
C00482,R071,D0364,P005,2024-02-25,3,1,6,Clinic Camp,0.978
C00483,R021,D0807,P004,2024-02-12,4,1,2,In-person,0.956
C00484,R028,D0276,P008,2024-02-28,4,1,2,Clinic Camp,0.99
C00485,R014,D0288,P004,2024-02-14,3,2,3,In-person,1.061
C00486,R027,D0071,P002,2024-02-29,4,1,6,In-person,1.172
C00487,R027,D0667,P008,2024-02-29,2,2,4,In-person,0.854
C00488,R059,D0079,P004,2024-02-07,1,1,4,In-person,0.635
C00489,R015,D0208,P008,2024-02-23,2,2,5,In-person,0.836
C00490,R002,D0810,P005,2024-02-21,1,1,5,In-person,0.655
C00491,R033,D0551,P002,2024-02-23,3,2,3,In-person,0.898
C00492,R009,D0510,P004,2024-02-05,2,2,2,Clinic Camp,0.8
C00493,R017,D0630,P008,2024-02-15,2,2,1,In-person,0.855
C00494,R060,D0745,P008,2024-02-05,1,2,3,In-person,0.922
C00495,R008,D0697,P002,2024-02-27,4,1,4,Virtual,1.042
C00496,R029,D0647,P008,2024-02-26,2,2,2,Virtual,0.856
C00497,R013,D0307,P007,2024-02-17,4,2,3,Clinic Camp,1.021
C00498,R024,D0096,P006,2024-02-04,3,1,3,In-person,1.065
C00499,R063,D0235,P002,2024-02-20,3,2,4,In-person,1.06
C00500,R050,D0681,P005,2024-02-13,2,2,5,In-person,0.974
C00501,R026,D0221,P004,2024-02-23,3,1,3,Clinic Camp,0.914
C00502,R052,D0458,P001,2024-02-03,1,1,3,Clinic Camp,0.741
C00503,R020,D0273,P008,2024-02-12,4,2,2,In-person,1.206
C00504,R017,D0046,P005,2024-02-11,2,2,2,In-person,0.891
C00505,R049,D0299,P001,2024-02-28,1,1,4,In-person,0.794
C00506,R049,D0157,P003,2024-02-09,4,2,4,In-person,0.95
C00507,R022,D0736,P007,2024-02-29,1,2,3,In-person,0.803
C00508,R007,D0395,P004,2024-02-27,2,2,2,Clinic Camp,0.862
C00509,R043,D0359,P004,2024-02-18,4,1,6,Virtual,1.067
C00510,R069,D0283,P002,2024-02-06,2,1,5,In-person,0.808
C00511,R066,D0244,P001,2024-02-07,1,2,5,Virtual,0.894
C00512,R021,D0801,P008,2024-02-01,1,1,5,Clinic Camp,0.751
C00513,R049,D0666,P008,2024-02-23,3,1,3,In-person,0.816
C00514,R010,D0104,P001,2024-02-22,3,2,4,In-person,0.921
C00515,R025,D0157,P005,2024-02-10,3,1,1,In-person,0.854
C00516,R049,D0033,P006,2024-02-22,3,1,5,Clinic Camp,0.948
C00517,R039,D0196,P008,2024-02-17,2,1,0,In-person,0.765
C00518,R027,D0616,P005,2024-02-24,4,1,3,Clinic Camp,0.907
C00519,R057,D0836,P007,2024-02-03,1,2,1,In-person,0.807
C00520,R030,D0525,P001,2024-02-06,4,1,4,In-person,0.966
C00521,R011,D0091,P001,2024-02-24,4,2,1,Clinic Camp,0.945
C00522,R052,D0045,P004,2024-02-11,1,2,6,In-person,0.915
C00523,R047,D0327,P003,2024-02-28,1,1,0,In-person,0.855
C00524,R044,D0330,P007,2024-02-26,3,2,5,Clinic Camp,1.018
C00525,R043,D0471,P003,2024-02-03,1,1,4,In-person,0.665
C00526,R013,D0070,P004,2024-02-12,4,1,6,In-person,1.145
C00527,R001,D0157,P005,2024-02-22,2,2,2,Virtual,1.007
C00528,R010,D0409,P008,2024-02-04,4,1,4,Virtual,1.107
C00529,R041,D0384,P001,2024-02-25,1,2,0,In-person,0.797
C00530,R011,D0357,P005,2024-02-03,1,1,4,In-person,0.719
C00531,R002,D0201,P004,2024-02-04,3,1,3,In-person,0.833
C00532,R067,D0021,P001,2024-02-16,4,2,5,In-person,1.191
C00533,R026,D0303,P007,2024-02-08,4,2,5,In-person,1.228
C00534,R009,D0277,P008,2024-02-19,4,1,3,In-person,0.9
C00535,R016,D0746,P002,2024-02-12,3,2,2,Virtual,0.774
C00536,R057,D0811,P007,2024-02-08,1,2,4,In-person,0.871
C00537,R040,D0373,P006,2024-02-25,3,1,6,Virtual,0.886
C00538,R063,D0208,P006,2024-02-05,3,1,2,In-person,0.829
C00539,R051,D0296,P004,2024-02-15,2,1,5,In-person,0.851
C00540,R054,D0587,P003,2024-02-05,4,2,3,In-person,1.097
C00541,R052,D0291,P001,2024-02-04,4,1,6,In-person,0.966
C00542,R051,D0667,P001,2024-02-06,4,1,4,In-person,1.003
C00543,R048,D0729,P002,2024-02-08,4,2,4,In-person,1.072
C00544,R035,D0390,P005,2024-02-12,3,1,4,In-person,0.738
C00545,R048,D0096,P002,2024-02-14,4,2,5,Clinic Camp,1.144
C00546,R032,D0171,P006,2024-02-05,1,1,6,In-person,0.782
C00547,R021,D0740,P005,2024-02-02,1,2,2,In-person,0.735
C00548,R027,D0296,P003,2024-02-03,3,2,5,In-person,0.972
C00549,R071,D0280,P001,2024-02-19,1,2,4,Clinic Camp,0.888
C00550,R036,D0539,P005,2024-02-29,4,2,4,In-person,1.086
C00551,R044,D0805,P007,2024-02-01,1,1,1,In-person,0.78
C00552,R037,D0272,P004,2024-02-02,2,1,3,Virtual,0.869
C00553,R031,D0350,P007,2024-02-23,2,2,1,Clinic Camp,0.794
C00554,R005,D0800,P003,2024-02-22,3,2,0,Clinic Camp,0.704
C00555,R062,D0078,P001,2024-02-22,1,2,6,In-person,0.918
C00556,R031,D0748,P006,2024-02-06,4,2,5,In-person,1.15
C00557,R033,D0424,P008,2024-02-26,4,2,3,In-person,1.048
C00558,R018,D0020,P008,2024-02-19,3,2,3,Clinic Camp,1.047
C00559,R009,D0207,P008,2024-02-05,1,2,0,In-person,0.72
C00560,R072,D0523,P001,2024-02-04,2,2,2,In-person,0.878
C00561,R060,D0745,P001,2024-02-18,1,1,1,In-person,0.654
C00562,R033,D0181,P005,2024-02-23,3,1,3,In-person,0.96
C00563,R004,D0454,P008,2024-02-23,4,1,3,In-person,0.901
C00564,R009,D0841,P008,2024-02-18,4,1,6,In-person,1.193
C00565,R067,D0586,P003,2024-02-15,4,1,5,Clinic Camp,0.97
C00566,R050,D0681,P004,2024-02-21,3,2,4,Clinic Camp,1.076
C00567,R040,D0237,P006,2024-02-04,1,2,6,Clinic Camp,0.869
C00568,R056,D0537,P008,2024-02-11,2,2,2,In-person,1.013
C00569,R052,D0560,P002,2024-02-03,2,1,0,Clinic Camp,0.884
C00570,R037,D0036,P008,2024-02-25,1,1,3,Clinic Camp,0.738
C00571,R048,D0289,P007,2024-02-18,4,2,0,In-person,1.032
C00572,R054,D0794,P001,2024-02-23,3,1,6,In-person,1.06
C00573,R066,D0758,P007,2024-02-15,4,1,0,In-person,0.944
C00574,R058,D0111,P006,2024-02-27,4,1,5,In-person,0.936
C00575,R023,D0578,P008,2024-02-27,3,1,4,In-person,0.928
C00576,R065,D0470,P002,2024-02-18,1,2,1,Virtual,0.758
C00577,R035,D0530,P008,2024-02-25,2,1,3,In-person,0.846
C00578,R037,D0341,P001,2024-02-20,2,2,3,In-person,0.861
C00579,R013,D0701,P001,2024-02-21,3,2,5,Clinic Camp,1.06
C00580,R056,D0433,P004,2024-02-08,3,2,2,In-person,0.833
C00581,R034,D0410,P006,2024-02-29,4,1,4,In-person,0.902
C00582,R038,D0549,P002,2024-02-06,1,1,2,In-person,0.683
C00583,R072,D0467,P003,2024-02-21,1,1,0,Clinic Camp,0.697
C00584,R033,D0791,P004,2024-02-18,4,1,4,Clinic Camp,0.871
C00585,R043,D0172,P002,2024-02-03,2,1,1,In-person,0.727
C00586,R007,D0771,P002,2024-02-23,4,1,1,In-person,1.0
C00587,R006,D0627,P002,2024-02-03,4,2,2,In-person,1.118
C00588,R036,D0813,P008,2024-02-15,1,2,3,Clinic Camp,0.651
C00589,R011,D0357,P008,2024-02-24,3,2,4,In-person,0.965
C00590,R008,D0442,P006,2024-02-04,1,1,5,In-person,0.902
C00591,R014,D0022,P006,2024-02-11,1,2,4,In-person,0.903
C00592,R006,D0812,P002,2024-02-15,1,2,2,In-person,0.869
C00593,R021,D0682,P001,2024-02-27,4,2,6,In-person,1.163
C00594,R051,D0217,P004,2024-02-12,1,2,3,In-person,0.777
C00595,R021,D0008,P008,2024-02-04,3,2,1,In-person,0.975
C00596,R047,D0571,P004,2024-02-04,2,2,5,In-person,0.998
C00597,R072,D0523,P007,2024-02-06,2,2,6,In-person,0.987
C00598,R034,D0367,P003,2024-02-26,1,2,2,In-person,0.805
C00599,R044,D0273,P003,2024-02-23,2,2,1,In-person,0.884
C00600,R014,D0754,P007,2024-02-13,2,2,2,In-person,0.815
C00601,R053,D0401,P004,2024-02-25,2,1,2,Clinic Camp,0.865
C00602,R007,D0651,P006,2024-02-27,3,1,1,In-person,0.753
C00603,R022,D0736,P006,2024-02-26,4,1,0,Clinic Camp,0.855
C00604,R070,D0451,P006,2024-02-01,2,2,1,In-person,0.943
C00605,R044,D0099,P006,2024-02-03,1,2,2,In-person,0.859
C00606,R009,D0811,P007,2024-02-22,3,1,1,Clinic Camp,0.829
C00607,R062,D0549,P004,2024-02-12,4,1,1,In-person,0.801
C00608,R017,D0725,P003,2024-02-05,3,1,6,In-person,0.954
C00609,R035,D0555,P005,2024-02-19,3,1,1,In-person,0.818
C00610,R063,D0795,P003,2024-02-11,3,2,5,In-person,1.068
C00611,R053,D0800,P001,2024-02-27,4,2,4,Virtual,1.041
C00612,R064,D0237,P003,2024-02-17,1,2,3,In-person,0.714
C00613,R036,D0149,P005,2024-02-07,4,1,5,In-person,0.899
C00614,R069,D0085,P005,2024-02-28,4,1,0,In-person,0.886
C00615,R013,D0663,P003,2024-02-18,4,2,5,Clinic Camp,1.109
C00616,R029,D0222,P006,2024-02-09,2,2,2,Virtual,0.813
C00617,R016,D0400,P003,2024-02-05,4,2,5,In-person,1.039
C00618,R010,D0640,P006,2024-02-17,1,2,6,In-person,0.971
C00619,R057,D0380,P003,2024-02-22,2,1,5,In-person,0.959
C00620,R008,D0129,P008,2024-02-25,4,1,0,Virtual,0.942
C00621,R019,D0334,P006,2024-02-04,2,1,6,Clinic Camp,0.865
C00622,R061,D0036,P005,2024-02-13,4,2,5,In-person,1.05
C00623,R002,D0326,P004,2024-02-29,2,1,0,Clinic Camp,0.823
C00624,R048,D0580,P007,2024-02-20,3,1,1,In-person,0.843
C00625,R003,D0527,P004,2024-02-03,3,2,6,In-person,1.122
C00626,R060,D0624,P007,2024-02-27,4,2,5,In-person,1.178
C00627,R063,D0108,P002,2024-02-20,2,2,2,Virtual,0.939
C00628,R067,D0670,P007,2024-02-14,4,1,6,In-person,0.988
C00629,R069,D0293,P008,2024-02-23,2,2,3,In-person,0.89
C00630,R012,D0268,P002,2024-02-19,2,2,6,Clinic Camp,0.847
C00631,R025,D0609,P002,2024-02-08,1,1,4,In-person,0.778
C00632,R008,D0173,P008,2024-02-24,1,1,4,In-person,0.775
C00633,R043,D0446,P004,2024-02-08,4,1,0,Clinic Camp,0.81
C00634,R003,D0296,P006,2024-02-07,1,1,6,In-person,1.007
C00635,R021,D0085,P002,2024-02-18,1,2,1,In-person,0.862
C00636,R031,D0780,P004,2024-02-01,1,1,1,In-person,0.661
C00637,R068,D0355,P006,2024-02-19,2,2,3,Clinic Camp,1.088
C00638,R064,D0065,P008,2024-02-16,1,2,5,In-person,0.85
C00639,R001,D0388,P004,2024-02-21,3,1,5,In-person,1.006
C00640,R032,D0817,P001,2024-02-05,4,2,4,Clinic Camp,1.089
C00641,R056,D0605,P004,2024-02-17,3,1,6,Virtual,0.921
C00642,R045,D0500,P006,2024-02-13,3,1,4,In-person,0.895
C00643,R050,D0810,P008,2024-02-06,4,1,1,In-person,1.053
C00644,R025,D0033,P007,2024-02-14,4,1,5,In-person,1.08
C00645,R067,D0457,P007,2024-02-27,3,1,1,In-person,0.858
C00646,R023,D0280,P002,2024-02-24,1,2,3,In-person,0.69
C00647,R045,D0503,P005,2024-02-05,4,2,4,In-person,1.106
C00648,R013,D0700,P005,2024-02-25,4,1,2,In-person,0.856
C00649,R045,D0009,P004,2024-02-17,2,2,2,In-person,0.949
C00650,R059,D0153,P008,2024-02-02,1,1,1,Clinic Camp,0.671
C00651,R064,D0798,P008,2024-02-27,1,1,2,In-person,0.697
C00652,R005,D0453,P002,2024-02-16,2,1,6,In-person,0.837
C00653,R024,D0289,P008,2024-02-27,3,2,2,In-person,1.058
C00654,R035,D0153,P007,2024-02-03,4,1,3,In-person,0.833
C00655,R072,D0305,P006,2024-02-05,1,1,4,In-person,0.841
C00656,R013,D0015,P004,2024-02-27,2,1,1,In-person,0.825
C00657,R039,D0183,P007,2024-02-07,4,1,1,In-person,0.932
C00658,R031,D0232,P005,2024-02-16,1,2,1,In-person,0.782
C00659,R005,D0054,P008,2024-02-18,4,1,0,In-person,0.959
C00660,R011,D0826,P006,2024-02-28,1,1,3,In-person,0.729
C00661,R026,D0721,P008,2024-02-10,2,1,0,Clinic Camp,0.744
C00662,R061,D0782,P004,2024-02-22,1,2,2,Clinic Camp,0.841
C00663,R023,D0187,P001,2024-02-22,4,1,3,In-person,1.112
C00664,R030,D0242,P004,2024-02-21,2,1,1,In-person,0.677
C00665,R045,D0215,P008,2024-02-16,2,2,1,In-person,0.928
C00666,R022,D0451,P006,2024-02-03,3,2,4,In-person,1.001
C00667,R030,D0167,P006,2024-02-08,2,2,3,In-person,0.906
C00668,R037,D0150,P006,2024-02-17,4,2,5,In-person,0.978
C00669,R032,D0834,P005,2024-02-12,2,2,6,In-person,0.838
C00670,R053,D0290,P001,2024-02-06,4,2,1,In-person,1.055
C00671,R031,D0683,P004,2024-02-21,3,2,2,Clinic Camp,0.874
C00672,R068,D0321,P001,2024-02-14,3,2,3,In-person,1.075
C00673,R022,D0802,P003,2024-02-23,4,1,1,In-person,0.857
C00674,R044,D0638,P006,2024-02-16,3,1,5,In-person,0.984
C00675,R066,D0675,P007,2024-02-11,2,1,0,In-person,0.734
C00676,R001,D0521,P002,2024-02-04,3,2,2,Virtual,0.926
C00677,R024,D0726,P006,2024-02-04,3,1,6,In-person,0.885
C00678,R020,D0355,P002,2024-02-15,2,1,5,In-person,0.905
C00679,R061,D0308,P002,2024-02-11,2,1,3,Clinic Camp,0.891
C00680,R058,D0044,P008,2024-02-21,4,1,0,Clinic Camp,0.895
C00681,R003,D0159,P005,2024-02-19,2,1,5,Clinic Camp,0.917
C00682,R053,D0720,P002,2024-02-09,1,2,3,In-person,0.855
C00683,R070,D0243,P002,2024-02-23,3,2,6,Clinic Camp,0.941
C00684,R063,D0108,P001,2024-02-17,1,1,5,In-person,0.83
C00685,R058,D0197,P004,2024-02-26,4,2,6,Clinic Camp,1.094
C00686,R060,D0304,P001,2024-02-28,4,1,0,In-person,0.711
C00687,R032,D0622,P005,2024-02-28,3,2,6,In-person,1.017
C00688,R041,D0053,P004,2024-02-04,1,1,4,In-person,0.647
C00689,R024,D0026,P006,2024-02-16,4,2,2,Virtual,0.947
C00690,R043,D0634,P002,2024-02-01,1,2,5,In-person,0.87
C00691,R025,D0094,P002,2024-02-26,1,2,3,Clinic Camp,0.848
C00692,R038,D0381,P001,2024-02-21,2,2,4,Clinic Camp,0.875
C00693,R023,D0519,P001,2024-02-08,3,2,6,In-person,1.09
C00694,R019,D0449,P001,2024-02-18,3,2,4,In-person,1.003
C00695,R023,D0077,P003,2024-02-17,2,2,4,Virtual,0.908
C00696,R050,D0681,P007,2024-02-16,4,1,6,In-person,1.031
C00697,R004,D0045,P005,2024-02-16,4,1,5,In-person,1.106
C00698,R006,D0189,P003,2024-02-29,1,2,4,In-person,0.7
C00699,R024,D0096,P008,2024-02-23,1,2,6,In-person,1.012
C00700,R063,D0387,P007,2024-02-12,3,2,6,In-person,0.999
C00701,R007,D0579,P007,2024-02-23,1,2,4,In-person,0.81
C00702,R041,D0531,P008,2024-02-05,2,1,0,In-person,0.748
C00703,R051,D0138,P006,2024-02-09,4,1,4,Virtual,0.921
C00704,R028,D0285,P008,2024-02-04,1,1,2,Clinic Camp,0.663
C00705,R046,D0102,P003,2024-02-26,2,2,4,Clinic Camp,1.01
C00706,R003,D0226,P007,2024-02-01,4,1,2,In-person,0.969
C00707,R036,D0158,P001,2024-02-26,3,2,2,In-person,0.823
C00708,R047,D0578,P003,2024-02-25,3,1,6,In-person,1.012
C00709,R033,D0706,P008,2024-02-28,4,2,1,In-person,1.07
C00710,R046,D0654,P002,2024-02-23,4,1,1,In-person,0.819
C00711,R014,D0115,P005,2024-02-14,2,1,4,In-person,0.866
C00712,R018,D0020,P003,2024-02-24,3,1,4,In-person,0.972
C00713,R051,D0071,P001,2024-02-29,3,1,6,In-person,0.83
C00714,R007,D0748,P002,2024-02-26,2,2,0,Clinic Camp,0.893
C00715,R065,D0725,P005,2024-02-23,4,1,6,In-person,0.974
C00716,R056,D0255,P006,2024-02-23,3,1,5,In-person,0.983
C00717,R055,D0768,P006,2024-02-19,3,1,1,Virtual,0.793
C00718,R028,D0363,P002,2024-02-26,2,1,5,In-person,0.953
C00719,R048,D0147,P003,2024-02-13,1,1,5,In-person,0.781
C00720,R064,D0344,P001,2024-02-15,1,1,0,In-person,0.661
C00721,R006,D0242,P001,2024-02-25,4,1,0,In-person,0.862
C00722,R012,D0745,P004,2024-02-08,3,1,4,Clinic Camp,0.992
C00723,R012,D0152,P005,2024-02-23,3,1,4,Clinic Camp,0.864
C00724,R037,D0087,P003,2024-02-04,1,1,6,In-person,0.903
C00725,R071,D0578,P001,2024-02-17,4,1,6,Clinic Camp,1.045
C00726,R041,D0384,P002,2024-02-02,2,2,0,In-person,0.759
C00727,R059,D0269,P004,2024-02-29,3,2,6,In-person,1.05
C00728,R015,D0695,P003,2024-02-25,2,1,5,In-person,0.874
C00729,R020,D0774,P007,2024-02-08,1,2,4,In-person,0.759
C00730,R032,D0501,P005,2024-02-05,1,1,2,In-person,0.747
C00731,R061,D0686,P008,2024-02-19,4,1,4,Clinic Camp,1.035
C00732,R062,D0693,P002,2024-02-27,1,2,3,In-person,0.944
C00733,R049,D0553,P003,2024-02-10,1,1,2,In-person,0.833
C00734,R043,D0702,P001,2024-02-28,2,2,0,Clinic Camp,1.061
C00735,R055,D0010,P001,2024-02-14,4,2,5,Virtual,1.1
C00736,R030,D0059,P008,2024-02-13,3,2,2,Virtual,1.02
C00737,R050,D0790,P004,2024-02-10,4,1,1,Clinic Camp,0.89
C00738,R040,D0105,P006,2024-02-08,1,1,2,In-person,0.897
C00739,R005,D0699,P003,2024-02-10,4,2,0,In-person,0.939
C00740,R058,D0271,P001,2024-02-06,1,2,2,In-person,0.983
C00741,R071,D0639,P008,2024-02-11,1,1,5,In-person,0.937
C00742,R055,D0569,P006,2024-02-09,2,2,5,In-person,0.897
C00743,R011,D0079,P006,2024-02-02,2,1,0,In-person,0.863
C00744,R004,D0278,P005,2024-02-11,2,2,2,In-person,0.943
C00745,R041,D0561,P004,2024-02-02,1,2,4,Virtual,0.839
C00746,R014,D0754,P004,2024-02-06,2,1,6,In-person,0.877
C00747,R027,D0690,P007,2024-02-22,2,1,3,Virtual,0.855
C00748,R029,D0816,P002,2024-02-01,3,2,6,Clinic Camp,1.077
C00749,R015,D0814,P003,2024-02-10,2,1,0,In-person,0.9
C00750,R055,D0768,P003,2024-02-20,1,2,6,In-person,0.954
C00751,R035,D0530,P005,2024-02-01,3,1,1,In-person,0.806
C00752,R045,D0246,P008,2024-02-22,3,2,5,In-person,1.089
C00753,R020,D0511,P008,2024-02-03,2,2,0,Clinic Camp,0.73
C00754,R034,D0640,P005,2024-02-02,1,2,6,In-person,0.877
C00755,R056,D0433,P002,2024-02-06,4,2,1,Virtual,1.005
C00756,R072,D0612,P008,2024-02-25,3,1,2,In-person,0.939
C00757,R070,D0577,P003,2024-02-02,2,2,4,In-person,1.084
C00758,R019,D0140,P003,2024-02-03,3,1,0,Clinic Camp,0.867
C00759,R002,D0810,P008,2024-02-28,2,2,3,Virtual,0.895
C00760,R042,D0645,P003,2024-02-18,1,2,2,In-person,0.78
C00761,R047,D0498,P004,2024-02-17,3,1,3,In-person,0.971
C00762,R031,D0232,P008,2024-02-02,1,2,2,In-person,0.82
C00763,R006,D0189,P003,2024-02-12,2,1,5,Clinic Camp,0.83
C00764,R002,D0762,P005,2024-02-17,3,2,3,In-person,1.07
C00765,R017,D0018,P001,2024-02-16,3,2,5,In-person,1.124
C00766,R042,D0394,P008,2024-02-16,4,2,0,In-person,0.933
C00767,R069,D0500,P004,2024-02-04,3,1,4,In-person,0.802
C00768,R040,D0309,P006,2024-02-29,1,1,2,In-person,0.738
C00769,R018,D0675,P005,2024-02-21,3,2,4,In-person,0.921
C00770,R001,D0521,P004,2024-02-08,4,1,5,In-person,0.908
C00771,R065,D0046,P004,2024-02-29,3,2,4,In-person,0.929
C00772,R066,D0244,P001,2024-02-09,3,2,2,Clinic Camp,1.06
C00773,R029,D0382,P003,2024-02-04,4,1,1,Virtual,0.99
C00774,R010,D0122,P004,2024-02-26,3,1,6,Clinic Camp,1.155
C00775,R067,D0779,P003,2024-02-05,4,2,1,In-person,0.977
C00776,R030,D0338,P003,2024-02-02,3,2,0,In-person,1.046
